param->optimization_type, NL_LTP_Gp, NL_LTD_Gp, NL_LTP_Gn, NL_LTD_Gn, kp, kd, knp, knd, pLA, nLA, pLAd,nLAd, pof, nof, newUpdateRate, nnewUpdateRate, ReverseUpdate, RefreshRate, FullRefresh, dominance, epoch, accuracy, average accuracy, standard deviation, adaptive ratio, area sizeIH, area sizeHO, learningratesplit, Gth1, Gth2, usesplitadapt, unitcellsplit, saturationprotector, destructionprotector, deltaweightratio, usesplit, adaptivesplit Gth1, adaptivesplit Gth2
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 61, 86.94, 86.6691, 1.82633, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 62, 87.55, 86.7425, 1.76545, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 63, 88.27, 86.86, 1.74434, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 64, 83.53, 86.6221, 1.88703, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 65, 86.22, 86.5953, 1.8258, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 66, 85.88, 86.5506, 1.77628, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 67, 88.6, 86.6712, 1.78944, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 68, 87.22, 86.7017, 1.74356, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 69, 85.24, 86.6247, 1.72816, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 70, 87.1, 86.6485, 1.68758, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 71, 87.98, 86.7119, 1.67115, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 72, 87.26, 86.7368, 1.63671, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 73, 86.61, 86.7313, 1.60094, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 74, 87.73, 86.7729, 1.57989, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 75, 85.6, 86.726, 1.56494, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 76, 85.67, 85.67, 0, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 77, 86.67, 86.17, 0.5, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 78, 84.96, 85.7667, 0.701443, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 79, 87.06, 86.09, 0.826226, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 80, 84.74, 85.82, 0.91527, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 81, 86.46, 85.9267, 0.868901, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 82, 82.35, 85.4157, 1.48781, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 83, 86.19, 85.5125, 1.41508, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 84, 88.14, 85.8044, 1.56901, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 85, 83.56, 85.58, 1.63371, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 86, 84.58, 85.4891, 1.58398, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 87, 86.92, 85.6083, 1.56727, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 88, 87.41, 85.7469, 1.58046, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 89, 87.96, 85.905, 1.62613, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 90, 85.37, 85.8693, 1.57665, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 91, 86.28, 85.895, 1.52982, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 92, 88.12, 86.0259, 1.57377, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 93, 79.33, 85.6539, 2.16601, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 94, 85.37, 85.6389, 2.10919, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 95, 85.11, 85.6125, 2.05902, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 96, 84.43, 85.5562, 2.02511, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 97, 84.61, 85.5132, 1.98834, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 98, 86.11, 85.5391, 1.94844, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 99, 76.17, 85.1488, 2.67271, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 100, 87.1, 85.2268, 2.64648, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 101, 84.13, 84.13, 0, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 102, 86.76, 85.445, 1.315, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 103, 79.26, 83.3833, 3.10705, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 104, 85.05, 83.8, 2.78588, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 105, 84.52, 83.944, 2.50836, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 106, 86.56, 84.38, 2.48871, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 107, 87.45, 84.8186, 2.54223, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 108, 86.33, 85.0075, 2.43001, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 109, 83.79, 84.8722, 2.32277, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 110, 87.85, 85.17, 2.37776, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 111, 88.56, 85.4782, 2.4677, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 112, 86.02, 85.5233, 2.36738, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 113, 82.77, 85.3115, 2.38991, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 114, 83.34, 85.1707, 2.35828, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 115, 85.84, 85.2153, 2.28443, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 116, 85.75, 85.2487, 2.21567, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 117, 88.55, 85.4429, 2.28556, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 118, 84.08, 85.3672, 2.243, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 119, 86.82, 85.4437, 2.20714, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 120, 83.54, 85.3485, 2.1909, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 121, 83.09, 85.241, 2.19153, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 122, 85.82, 85.2673, 2.14454, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 123, 87.02, 85.3435, 2.12764, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 124, 85.12, 85.3342, 2.08332, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
SGD, 2, -5, 2, -5, 128, 128, 128, 128, 0.3, 0.3, 0.3,0.3, inf, inf, 3, 3, 1, 4000, 0, 0, 125, 86.74, 85.3904, 2.05973, 1.0012, 100, 10, 3, 1, 7, 0, 1, 0.8, 0, 1.2, 0, 1, 7
