-0.8<=w<-0.6 : 0, 3171
-0.6<=w<-0.4 : 0, 997
-0.4<=w<-0.2 : 0, 4522
-0.2<=w<0 : 0, 11564
0<=w<-0.2 : 0, 17598
0.2<=w<0.4 : 0, 3816
0.4<=w<0.6 : 0, 792
0.6<=w<0.8 : 0, 2513
0.8<=w<=1 : 375, 2007
epoch, 3
IH, 0.992481, HO, 1
-1<=w<-0.8 : 378, 1689
-0.8<=w<-0.6 : 0, 2294
-0.6<=w<-0.4 : 0, 984
-0.4<=w<-0.2 : 0, 3635
-0.2<=w<0 : 0, 21119
0<=w<-0.2 : 0, 28500
0.2<=w<0.4 : 0, 2810
0.4<=w<0.6 : 0, 700
0.6<=w<0.8 : 0, 1522
0.8<=w<=1 : 289, 1073
epoch, 4
IH, 0.989691, HO, 1
-1<=w<-0.8 : 327, 1334
-0.8<=w<-0.6 : 0, 1861
-0.6<=w<-0.4 : 0, 858
-0.4<=w<-0.2 : 0, 2904
-0.2<=w<0 : 0, 24571
0<=w<-0.2 : 0, 31696
0.2<=w<0.4 : 0, 2175
0.4<=w<0.6 : 0, 528
0.6<=w<0.8 : 0, 1161
0.8<=w<=1 : 271, 801
epoch, 5
IH, 0.987673, HO, 1
-1<=w<-0.8 : 313, 1102
-0.8<=w<-0.6 : 0, 1529
-0.6<=w<-0.4 : 0, 751
-0.4<=w<-0.2 : 0, 2470
-0.2<=w<0 : 0, 26689
0<=w<-0.2 : 0, 33232
